"Time of Day","Process Name","PID","Operation","Path","Result","Detail"
"14:34:21.2854128","EXCEL.EXE","7364","RegQueryValue","HKCU\SOFTWARE\Microsoft\Office\16.0\Excel\ExcelWorkbookAutoRecoverDirty","BUFFER OVERFLOW","Length: 12"
"14:34:21.2854215","EXCEL.EXE","7364","RegQueryValue","HKCU\SOFTWARE\Microsoft\Office\16.0\Excel\ExcelWorkbookAutoRecoverDirty","SUCCESS","Type: REG_DWORD, Length: 4, Data: 0"
"14:34:21.2854309","EXCEL.EXE","7364","RegSetValue","HKCU\SOFTWARE\Microsoft\Office\16.0\Excel\ExcelWorkbookAutoRecoverDirty","SUCCESS","Type: REG_DWORD, Length: 4, Data: 1"
"14:34:21.2855298","EXCEL.EXE","7364","RegQueryKey","HKCU","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"14:34:21.2855481","EXCEL.EXE","7364","RegOpenKey","HKCU\Software\Microsoft\Office\16.0\Excel\Resiliency\DocumentRecovery","SUCCESS","Desired Access: Read/Write, Delete"
"14:34:21.2855720","EXCEL.EXE","7364","RegQueryKey","HKCU\SOFTWARE\Microsoft\Office\16.0\Excel\Resiliency\DocumentRecovery","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"14:34:21.2855874","EXCEL.EXE","7364","RegOpenKey","HKCU\Software\Microsoft\Office\16.0\Excel\Resiliency\DocumentRecovery\CCA2BAF","SUCCESS","Desired Access: Read/Write, Delete"
"14:34:21.2856056","EXCEL.EXE","7364","RegDeleteValue","HKCU\SOFTWARE\Microsoft\Office\16.0\Excel\Resiliency\DocumentRecovery\CCA2BAF\CCA2BAF","SUCCESS",""
"14:34:21.2856431","EXCEL.EXE","7364","RegQueryKey","HKCU\SOFTWARE\Microsoft\Office\16.0\Excel\Resiliency\DocumentRecovery\CCA2BAF","SUCCESS","Query: Cached, SubKeys: 0, Values: 0"
"14:34:21.2856523","EXCEL.EXE","7364","RegEnumKey","HKCU\SOFTWARE\Microsoft\Office\16.0\Excel\Resiliency\DocumentRecovery\CCA2BAF","NO MORE ENTRIES","Index: 0, Length: 0"
"14:34:21.2856601","EXCEL.EXE","7364","RegEnumValue","HKCU\SOFTWARE\Microsoft\Office\16.0\Excel\Resiliency\DocumentRecovery\CCA2BAF","NO MORE ENTRIES","Index: 0, Length: 0"
"14:34:21.2856726","EXCEL.EXE","7364","RegCloseKey","HKCU\SOFTWARE\Microsoft\Office\16.0\Excel\Resiliency\DocumentRecovery\CCA2BAF","SUCCESS",""
"14:34:21.2856824","EXCEL.EXE","7364","RegQueryKey","HKCU\SOFTWARE\Microsoft\Office\16.0\Excel\Resiliency\DocumentRecovery","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"14:34:21.2856951","EXCEL.EXE","7364","RegOpenKey","HKCU\Software\Microsoft\Office\16.0\Excel\Resiliency\DocumentRecovery\CCA2BAF","SUCCESS","Desired Access: Delete"
"14:34:21.2857105","EXCEL.EXE","7364","RegDeleteKey","HKCU\SOFTWARE\Microsoft\Office\16.0\Excel\Resiliency\DocumentRecovery\CCA2BAF","SUCCESS",""
"14:34:21.2857423","EXCEL.EXE","7364","RegCloseKey","HKCU\SOFTWARE\Microsoft\Office\16.0\Excel\Resiliency\DocumentRecovery\CCA2BAF","SUCCESS",""
"14:34:21.2857509","EXCEL.EXE","7364","RegQueryKey","HKCU\SOFTWARE\Microsoft\Office\16.0\Excel\Resiliency\DocumentRecovery","SUCCESS","Query: Cached, SubKeys: 3, Values: 0"
"14:34:21.2857586","EXCEL.EXE","7364","RegEnumKey","HKCU\SOFTWARE\Microsoft\Office\16.0\Excel\Resiliency\DocumentRecovery","BUFFER TOO SMALL","Index: 0, Length: 0"
"14:34:21.2857647","EXCEL.EXE","7364","RegEnumKey","HKCU\SOFTWARE\Microsoft\Office\16.0\Excel\Resiliency\DocumentRecovery","SUCCESS","Index: 0, Name: C9B4FF5"
"14:34:21.2857709","EXCEL.EXE","7364","RegEnumKey","HKCU\SOFTWARE\Microsoft\Office\16.0\Excel\Resiliency\DocumentRecovery","SUCCESS","Index: 1, Name: CA31BEE"
"14:34:21.2857763","EXCEL.EXE","7364","RegEnumKey","HKCU\SOFTWARE\Microsoft\Office\16.0\Excel\Resiliency\DocumentRecovery","SUCCESS","Index: 2, Name: CC74263"
"14:34:21.2857816","EXCEL.EXE","7364","RegEnumKey","HKCU\SOFTWARE\Microsoft\Office\16.0\Excel\Resiliency\DocumentRecovery","NO MORE ENTRIES","Index: 3, Length: 38"
"14:34:21.2857880","EXCEL.EXE","7364","RegEnumValue","HKCU\SOFTWARE\Microsoft\Office\16.0\Excel\Resiliency\DocumentRecovery","NO MORE ENTRIES","Index: 0, Length: 0"
"14:34:21.2857976","EXCEL.EXE","7364","RegCloseKey","HKCU\SOFTWARE\Microsoft\Office\16.0\Excel\Resiliency\DocumentRecovery","SUCCESS",""
"14:34:21.2859019","EXCEL.EXE","7364","CreateFile","C:\Users\sancarn\AppData\Roaming\Microsoft\Excel\~ar106C.xar","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"14:34:21.2859187","EXCEL.EXE","7364","QueryNetworkOpenInformationFile","C:\Users\sancarn\AppData\Roaming\Microsoft\Excel\~ar106C.xar","SUCCESS","CreationTime: 16/09/2020 14:34:21, LastAccessTime: 16/09/2020 14:34:21, LastWriteTime: 16/09/2020 14:34:21, ChangeTime: 16/09/2020 14:34:21, AllocationSize: 01/01/1601 01:00:00, EndOfFile: 01/01/1601 01:00:00, FileAttributes: A"
"14:34:21.2859262","EXCEL.EXE","7364","CloseFile","C:\Users\sancarn\AppData\Roaming\Microsoft\Excel\~ar106C.xar","SUCCESS",""
"14:34:21.2859952","EXCEL.EXE","7364","CreateFile","C:\Users\sancarn\AppData\Roaming\Microsoft\Excel\~ar106C.xar","SUCCESS","Desired Access: Write Attributes, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"14:34:21.2860250","EXCEL.EXE","7364","SetBasicInformationFile","C:\Users\sancarn\AppData\Roaming\Microsoft\Excel\~ar106C.xar","SUCCESS","CreationTime: 01/01/1601 01:00:00, LastAccessTime: 01/01/1601 01:00:00, LastWriteTime: 01/01/1601 01:00:00, ChangeTime: 01/01/1601 01:00:00, FileAttributes: HAN"
"14:34:21.2860555","EXCEL.EXE","7364","CloseFile","C:\Users\sancarn\AppData\Roaming\Microsoft\Excel\~ar106C.xar","SUCCESS",""
"14:34:21.2860648","EXCEL.EXE","7364","FileSystemControl","C:\Users\sancarn\AppData\Roaming\Microsoft\Excel\~ar106C.xar","SUCCESS","Control: FSCTL_QUERY_FILE_REGIONS"
"14:34:21.2861370","EXCEL.EXE","7364","RegQueryValue","HKCU\SOFTWARE\Microsoft\Office\16.0\Excel\ExcelWorkbookAutoRecoverDirty","BUFFER OVERFLOW","Length: 12"
"14:34:21.2861484","EXCEL.EXE","7364","RegQueryValue","HKCU\SOFTWARE\Microsoft\Office\16.0\Excel\ExcelWorkbookAutoRecoverDirty","SUCCESS","Type: REG_DWORD, Length: 4, Data: 1"
"14:34:21.2861587","EXCEL.EXE","7364","RegSetValue","HKCU\SOFTWARE\Microsoft\Office\16.0\Excel\ExcelWorkbookAutoRecoverDirty","SUCCESS","Type: REG_DWORD, Length: 4, Data: 0"
"14:34:21.2861824","EXCEL.EXE","7364","RegQueryKey","HKCU\SOFTWARE\Microsoft\Office","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"14:34:21.2861972","EXCEL.EXE","7364","RegOpenKey","HKCU\Software\Microsoft\Office\16.0\Common\Restore Workspace","NAME NOT FOUND","Desired Access: Read/Write"
"14:34:22.7662614","EXCEL.EXE","7364","RegQueryKey","HKCU\Software\Classes","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"14:34:22.7662962","EXCEL.EXE","7364","RegQueryKey","HKCU\Software\Classes","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"14:34:22.7663463","EXCEL.EXE","7364","RegOpenKey","HKCU\Software\Classes\CLSID\{00000323-0000-0000-C000-000000000046}","NAME NOT FOUND","Desired Access: Read"
"14:34:22.7663848","EXCEL.EXE","7364","RegOpenKey","HKLM\SOFTWARE\Microsoft\Office\ClickToRun\Registry\Machine\Software\Classes\CLSID\{00000323-0000-0000-C000-000000000046}","NAME NOT FOUND","Desired Access: Read"
"14:34:22.7664039","EXCEL.EXE","7364","RegOpenKey","HKCR\CLSID\{00000323-0000-0000-C000-000000000046}","NAME NOT FOUND","Desired Access: Read"
"14:34:22.7664272","EXCEL.EXE","7364","RegQueryKey","HKCU\Software\Classes","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"14:34:22.7664489","EXCEL.EXE","7364","RegOpenKey","HKCU\Software\Classes\WOW6432Node\CLSID\{00000323-0000-0000-C000-000000000046}","NAME NOT FOUND","Desired Access: Read"
"14:34:22.7664713","EXCEL.EXE","7364","RegOpenKey","HKLM\SOFTWARE\Microsoft\Office\ClickToRun\Registry\Machine\Software\Classes\WOW6432Node\CLSID\{00000323-0000-0000-C000-000000000046}","NAME NOT FOUND","Desired Access: Read"
"14:34:22.7664824","EXCEL.EXE","7364","RegOpenKey","HKCR\WOW6432Node\CLSID\{00000323-0000-0000-C000-000000000046}","NAME NOT FOUND","Desired Access: Read"
"14:34:22.7669886","EXCEL.EXE","7364","CreateFile","C:\Program Files\Microsoft Office\root\vfs\System\DriverStore\FileRepository\nv_dispui.inf_amd64_44810405883ed093\nvldumdx.dll","PATH NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"14:34:22.7671032","EXCEL.EXE","7364","CreateFile","C:\Windows\System32\DriverStore\FileRepository\nv_dispui.inf_amd64_44810405883ed093\nvldumdx.dll","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"14:34:22.7671306","EXCEL.EXE","7364","QueryBasicInformationFile","C:\Windows\System32\DriverStore\FileRepository\nv_dispui.inf_amd64_44810405883ed093\nvldumdx.dll","SUCCESS","CreationTime: 23/08/2020 14:00:20, LastAccessTime: 16/09/2020 14:33:29, LastWriteTime: 23/07/2020 03:01:48, ChangeTime: 23/08/2020 14:03:10, FileAttributes: A"
"14:34:22.7671413","EXCEL.EXE","7364","CloseFile","C:\Windows\System32\DriverStore\FileRepository\nv_dispui.inf_amd64_44810405883ed093\nvldumdx.dll","SUCCESS",""
"14:34:22.7672504","EXCEL.EXE","7364","CreateFile","C:\Program Files\Microsoft Office\root\vfs\System\DriverStore\FileRepository\nv_dispui.inf_amd64_44810405883ed093\nvldumdx.dll","PATH NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"14:34:22.7673417","EXCEL.EXE","7364","CreateFile","C:\Windows\System32\DriverStore\FileRepository\nv_dispui.inf_amd64_44810405883ed093\nvldumdx.dll","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"14:34:22.7673629","EXCEL.EXE","7364","QueryBasicInformationFile","C:\Windows\System32\DriverStore\FileRepository\nv_dispui.inf_amd64_44810405883ed093\nvldumdx.dll","SUCCESS","CreationTime: 23/08/2020 14:00:20, LastAccessTime: 16/09/2020 14:33:29, LastWriteTime: 23/07/2020 03:01:48, ChangeTime: 23/08/2020 14:03:10, FileAttributes: A"
"14:34:22.7673705","EXCEL.EXE","7364","CloseFile","C:\Windows\System32\DriverStore\FileRepository\nv_dispui.inf_amd64_44810405883ed093\nvldumdx.dll","SUCCESS",""
"14:34:22.7676313","EXCEL.EXE","7364","RegOpenKey","HKLM\System\CurrentControlSet\Enum\PCI\VEN_10DE&DEV_1E89&SUBSYS_652719DA&REV_A1\4&67ffd86&0&0008","SUCCESS","Desired Access: Query Value, Maximum Allowed"
"14:34:22.7676503","EXCEL.EXE","7364","RegOpenKey","HKLM\System\CurrentControlSet\Enum\PCI\VEN_10DE&DEV_1E89&SUBSYS_652719DA&REV_A1\4&67ffd86&0&0008\Properties\{83da6326-97a6-4088-9453-a1923f573b29}\0009","SUCCESS","Desired Access: Query Value"
"14:34:22.7676633","EXCEL.EXE","7364","RegQueryValue","HKLM\System\CurrentControlSet\Enum\PCI\VEN_10DE&DEV_1E89&SUBSYS_652719DA&REV_A1\4&67ffd86&0&0008\Properties\{83da6326-97a6-4088-9453-a1923f573b29}\0009\(Default)","NAME NOT FOUND","Length: 140"
"14:34:22.7676742","EXCEL.EXE","7364","RegCloseKey","HKLM\System\CurrentControlSet\Enum\PCI\VEN_10DE&DEV_1E89&SUBSYS_652719DA&REV_A1\4&67ffd86&0&0008\Properties\{83da6326-97a6-4088-9453-a1923f573b29}\0009","SUCCESS",""
"14:34:22.7676834","EXCEL.EXE","7364","RegCloseKey","HKLM\System\CurrentControlSet\Enum\PCI\VEN_10DE&DEV_1E89&SUBSYS_652719DA&REV_A1\4&67ffd86&0&0008","SUCCESS",""
"14:34:22.7688593","EXCEL.EXE","7364","CreateFile","C:\Program Files\Microsoft Office\root\Office16\NvCamera\NvCameraWhitelisting64.dll","PATH NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"14:34:22.7688944","EXCEL.EXE","7364","RegQueryKey","HKLM","BUFFER TOO SMALL","Query: Name, Length: 0"
"14:34:22.7689067","EXCEL.EXE","7364","RegQueryKey","HKLM","SUCCESS","Query: Name"
"14:34:22.7689175","EXCEL.EXE","7364","RegQueryKey","HKLM","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"14:34:22.7689294","EXCEL.EXE","7364","RegQueryKey","HKLM","BUFFER TOO SMALL","Query: Name, Length: 0"
"14:34:22.7689395","EXCEL.EXE","7364","RegQueryKey","HKLM","SUCCESS","Query: Name"
"14:34:22.7689508","EXCEL.EXE","7364","RegQueryKey","HKLM","BUFFER TOO SMALL","Query: Name, Length: 0"
"14:34:22.7689737","EXCEL.EXE","7364","RegQueryKey","HKLM","SUCCESS","Query: Name"
"14:34:22.7689942","EXCEL.EXE","7364","RegOpenKey","HKLM\SOFTWARE\Microsoft\Office\ClickToRun\REGISTRY\MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion","SUCCESS","Desired Access: Read"
"14:34:22.7690118","EXCEL.EXE","7364","RegQueryValue","HKLM\SOFTWARE\Microsoft\Office\ClickToRun\REGISTRY\MACHINE\Software\Microsoft\Windows\CurrentVersion\(Default)","NAME NOT FOUND","Length: 16"
"14:34:22.7690258","EXCEL.EXE","7364","RegOpenKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion","SUCCESS","Desired Access: Read"
"14:34:22.7690496","EXCEL.EXE","7364","RegQueryValue","HKLM\SOFTWARE\Microsoft\Office\ClickToRun\REGISTRY\MACHINE\Software\Microsoft\Windows\CurrentVersion\ProgramFilesDir","NAME NOT FOUND","Length: 16"
"14:34:22.7690595","EXCEL.EXE","7364","RegQueryValue","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\ProgramFilesDir","SUCCESS","Type: REG_SZ, Length: 34, Data: C:\Program Files"
"14:34:22.7690765","EXCEL.EXE","7364","RegCloseKey","HKLM\SOFTWARE\Microsoft\Office\ClickToRun\REGISTRY\MACHINE\Software\Microsoft\Windows\CurrentVersion","SUCCESS",""
"14:34:22.7690886","EXCEL.EXE","7364","RegCloseKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion","SUCCESS",""
"14:34:22.7692144","EXCEL.EXE","7364","CreateFile","C:\Program Files\Microsoft Office\root\vfs\ProgramFilesX64\NVIDIA Corporation\Ansel\Custom\NvCameraWhitelisting64.dll","PATH NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"14:34:22.7693029","EXCEL.EXE","7364","CreateFile","C:\Program Files\NVIDIA Corporation\Ansel\Custom\NvCameraWhitelisting64.dll","PATH NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"14:34:22.7694135","EXCEL.EXE","7364","CreateFile","C:\Program Files\Microsoft Office\root\vfs\System\DriverStore\FileRepository\nv_dispui.inf_amd64_44810405883ed093\NvCamera\NvCameraWhitelisting64.dll","PATH NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"14:34:22.7695218","EXCEL.EXE","7364","CreateFile","C:\Windows\System32\DriverStore\FileRepository\nv_dispui.inf_amd64_44810405883ed093\NvCamera\NvCameraWhitelisting64.dll","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"14:34:22.7695413","EXCEL.EXE","7364","QueryBasicInformationFile","C:\Windows\System32\DriverStore\FileRepository\nv_dispui.inf_amd64_44810405883ed093\NvCamera\NvCameraWhitelisting64.dll","SUCCESS","CreationTime: 23/08/2020 14:00:41, LastAccessTime: 16/09/2020 14:33:12, LastWriteTime: 23/07/2020 03:08:10, ChangeTime: 23/08/2020 14:03:07, FileAttributes: A"
"14:34:22.7695538","EXCEL.EXE","7364","CloseFile","C:\Windows\System32\DriverStore\FileRepository\nv_dispui.inf_amd64_44810405883ed093\NvCamera\NvCameraWhitelisting64.dll","SUCCESS",""
"14:34:22.7696697","EXCEL.EXE","7364","CreateFile","C:\Program Files\Microsoft Office\root\vfs\System\DriverStore\FileRepository\nv_dispui.inf_amd64_44810405883ed093\NvCamera\NvCameraWhitelisting64.dll","PATH NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"14:34:22.7697838","EXCEL.EXE","7364","CreateFile","C:\Windows\System32\DriverStore\FileRepository\nv_dispui.inf_amd64_44810405883ed093\NvCamera\NvCameraWhitelisting64.dll","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"14:34:22.7698017","EXCEL.EXE","7364","QueryBasicInformationFile","C:\Windows\System32\DriverStore\FileRepository\nv_dispui.inf_amd64_44810405883ed093\NvCamera\NvCameraWhitelisting64.dll","SUCCESS","CreationTime: 23/08/2020 14:00:41, LastAccessTime: 16/09/2020 14:33:12, LastWriteTime: 23/07/2020 03:08:10, ChangeTime: 23/08/2020 14:03:07, FileAttributes: A"
"14:34:22.7698131","EXCEL.EXE","7364","CloseFile","C:\Windows\System32\DriverStore\FileRepository\nv_dispui.inf_amd64_44810405883ed093\NvCamera\NvCameraWhitelisting64.dll","SUCCESS",""
"14:34:22.7698728","EXCEL.EXE","7364","CreateFile","C:\Windows\System32\DriverStore\FileRepository\nv_dispui.inf_amd64_44810405883ed093\NvCamera\NvCameraWhitelisting64.dll","SUCCESS","Desired Access: Generic Read, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: n/a, ShareMode: Read, AllocationSize: n/a, OpenResult: Opened"
"14:34:22.7699932","EXCEL.EXE","7364","CreateFile","C:\Program Files\Microsoft Office\root\vfs\System\DriverStore\FileRepository\nv_dispui.inf_amd64_44810405883ed093\NvCamera\NvCameraWhitelisting64.dll","PATH NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"14:34:22.7701090","EXCEL.EXE","7364","CreateFile","C:\Windows\System32\DriverStore\FileRepository\nv_dispui.inf_amd64_44810405883ed093\NvCamera\NvCameraWhitelisting64.dll","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"14:34:22.7701294","EXCEL.EXE","7364","QueryBasicInformationFile","C:\Windows\System32\DriverStore\FileRepository\nv_dispui.inf_amd64_44810405883ed093\NvCamera\NvCameraWhitelisting64.dll","SUCCESS","CreationTime: 23/08/2020 14:00:41, LastAccessTime: 16/09/2020 14:33:12, LastWriteTime: 23/07/2020 03:08:10, ChangeTime: 23/08/2020 14:03:07, FileAttributes: A"
"14:34:22.7701411","EXCEL.EXE","7364","CloseFile","C:\Windows\System32\DriverStore\FileRepository\nv_dispui.inf_amd64_44810405883ed093\NvCamera\NvCameraWhitelisting64.dll","SUCCESS",""
"14:34:22.7702626","EXCEL.EXE","7364","CreateFile","C:\Program Files\Microsoft Office\root\vfs\System\DriverStore\FileRepository\nv_dispui.inf_amd64_44810405883ed093\NvCamera\NvCameraWhitelisting64.dll","PATH NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"14:34:22.7703685","EXCEL.EXE","7364","CreateFile","C:\Windows\System32\DriverStore\FileRepository\nv_dispui.inf_amd64_44810405883ed093\NvCamera\NvCameraWhitelisting64.dll","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"14:34:22.7703879","EXCEL.EXE","7364","QueryBasicInformationFile","C:\Windows\System32\DriverStore\FileRepository\nv_dispui.inf_amd64_44810405883ed093\NvCamera\NvCameraWhitelisting64.dll","SUCCESS","CreationTime: 23/08/2020 14:00:41, LastAccessTime: 16/09/2020 14:33:12, LastWriteTime: 23/07/2020 03:08:10, ChangeTime: 23/08/2020 14:03:07, FileAttributes: A"
"14:34:22.7703990","EXCEL.EXE","7364","CloseFile","C:\Windows\System32\DriverStore\FileRepository\nv_dispui.inf_amd64_44810405883ed093\NvCamera\NvCameraWhitelisting64.dll","SUCCESS",""
"14:34:22.7704562","EXCEL.EXE","7364","CreateFile","C:\Windows\System32\DriverStore\FileRepository\nv_dispui.inf_amd64_44810405883ed093\NvCamera\NvCameraWhitelisting64.dll","SUCCESS","Desired Access: Generic Read, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: N, ShareMode: Read, AllocationSize: n/a, OpenResult: Opened"
"14:34:22.7704892","EXCEL.EXE","7364","QueryStandardInformationFile","C:\Windows\System32\DriverStore\FileRepository\nv_dispui.inf_amd64_44810405883ed093\NvCamera\NvCameraWhitelisting64.dll","SUCCESS","AllocationSize: 638,976, EndOfFile: 637,440, NumberOfLinks: 1, DeletePending: False, Directory: False"
"14:34:22.7705027","EXCEL.EXE","7364","CreateFileMapping","C:\Windows\System32\DriverStore\FileRepository\nv_dispui.inf_amd64_44810405883ed093\NvCamera\NvCameraWhitelisting64.dll","FILE LOCKED WITH ONLY READERS","SyncType: SyncTypeCreateSection, PageProtection: PAGE_EXECUTE_READWRITE"
"14:34:22.7705121","EXCEL.EXE","7364","QueryStandardInformationFile","C:\Windows\System32\DriverStore\FileRepository\nv_dispui.inf_amd64_44810405883ed093\NvCamera\NvCameraWhitelisting64.dll","SUCCESS","AllocationSize: 638,976, EndOfFile: 637,440, NumberOfLinks: 1, DeletePending: False, Directory: False"
"14:34:22.7705271","EXCEL.EXE","7364","CreateFileMapping","C:\Windows\System32\DriverStore\FileRepository\nv_dispui.inf_amd64_44810405883ed093\NvCamera\NvCameraWhitelisting64.dll","SUCCESS","SyncType: SyncTypeOther"
"14:34:22.7706113","EXCEL.EXE","7364","CloseFile","C:\Windows\System32\DriverStore\FileRepository\nv_dispui.inf_amd64_44810405883ed093\NvCamera\NvCameraWhitelisting64.dll","SUCCESS",""
"14:34:22.7706998","EXCEL.EXE","7364","Thread Create","","SUCCESS","Thread ID: 21584"
"14:34:22.7708082","EXCEL.EXE","7364","CreateFile","C:\Program Files\Microsoft Office\root\vfs\System\DriverStore\FileRepository\nv_dispui.inf_amd64_44810405883ed093\NvCamera\NvCameraWhitelisting64.dll","PATH NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"14:34:22.7709029","EXCEL.EXE","7364","CreateFile","C:\Windows\System32\DriverStore\FileRepository\nv_dispui.inf_amd64_44810405883ed093\NvCamera\NvCameraWhitelisting64.dll","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"14:34:22.7709194","EXCEL.EXE","7364","QueryBasicInformationFile","C:\Windows\System32\DriverStore\FileRepository\nv_dispui.inf_amd64_44810405883ed093\NvCamera\NvCameraWhitelisting64.dll","SUCCESS","CreationTime: 23/08/2020 14:00:41, LastAccessTime: 16/09/2020 14:34:22, LastWriteTime: 23/07/2020 03:08:10, ChangeTime: 23/08/2020 14:03:07, FileAttributes: A"
"14:34:22.7709296","EXCEL.EXE","7364","CloseFile","C:\Windows\System32\DriverStore\FileRepository\nv_dispui.inf_amd64_44810405883ed093\NvCamera\NvCameraWhitelisting64.dll","SUCCESS",""
"14:34:22.7709868","EXCEL.EXE","7364","CreateFile","C:\Windows\System32\DriverStore\FileRepository\nv_dispui.inf_amd64_44810405883ed093\NvCamera\NvCameraWhitelisting64.dll","SUCCESS","Desired Access: Generic Read, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: N, ShareMode: Read, Delete, AllocationSize: n/a, OpenResult: Opened"
"14:34:22.7710181","EXCEL.EXE","7364","QueryStandardInformationFile","C:\Windows\System32\DriverStore\FileRepository\nv_dispui.inf_amd64_44810405883ed093\NvCamera\NvCameraWhitelisting64.dll","SUCCESS","AllocationSize: 638,976, EndOfFile: 637,440, NumberOfLinks: 1, DeletePending: False, Directory: False"
"14:34:22.7710298","EXCEL.EXE","7364","CreateFileMapping","C:\Windows\System32\DriverStore\FileRepository\nv_dispui.inf_amd64_44810405883ed093\NvCamera\NvCameraWhitelisting64.dll","FILE LOCKED WITH ONLY READERS","SyncType: SyncTypeCreateSection, PageProtection: PAGE_EXECUTE_READWRITE"
"14:34:22.7710395","EXCEL.EXE","7364","QueryStandardInformationFile","C:\Windows\System32\DriverStore\FileRepository\nv_dispui.inf_amd64_44810405883ed093\NvCamera\NvCameraWhitelisting64.dll","SUCCESS","AllocationSize: 638,976, EndOfFile: 637,440, NumberOfLinks: 1, DeletePending: False, Directory: False"
"14:34:22.7710549","EXCEL.EXE","7364","CreateFileMapping","C:\Windows\System32\DriverStore\FileRepository\nv_dispui.inf_amd64_44810405883ed093\NvCamera\NvCameraWhitelisting64.dll","SUCCESS","SyncType: SyncTypeOther"
"14:34:22.7710886","EXCEL.EXE","7364","QueryStandardInformationFile","C:\Windows\System32\DriverStore\FileRepository\nv_dispui.inf_amd64_44810405883ed093\NvCamera\NvCameraWhitelisting64.dll","SUCCESS","AllocationSize: 638,976, EndOfFile: 637,440, NumberOfLinks: 1, DeletePending: False, Directory: False"
"14:34:22.7711001","EXCEL.EXE","7364","CloseFile","C:\Windows\System32\DriverStore\FileRepository\nv_dispui.inf_amd64_44810405883ed093\NvCamera\NvCameraWhitelisting64.dll","SUCCESS",""
