"Time of Day","Process Name","PID","Operation","Path","Result","Detail"
"14:33:20.4238686","EXCEL.EXE","7364","RegQueryKey","HKCU\SOFTWARE\Policies","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"14:33:20.4239023","EXCEL.EXE","7364","RegOpenKey","HKCU\Software\Policies\Microsoft\Office\16.0\Common\Roaming","NAME NOT FOUND","Desired Access: Read/Write"
"14:33:20.4239465","EXCEL.EXE","7364","RegQueryValue","HKCU\SOFTWARE\Microsoft\Office\16.0\Common\Roaming\RoamingLastSyncTimeExcel","SUCCESS","Type: REG_BINARY, Length: 16, Data: E4 07 09 00 03 00 10 00 0D 00 1E 00 35 00 9F 01"
"14:33:20.4259141","EXCEL.EXE","7364","RegOpenKey","HKCU","SUCCESS","Desired Access: Read"
"14:33:20.4259439","EXCEL.EXE","7364","RegQueryKey","HKCU","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"14:33:20.4259641","EXCEL.EXE","7364","RegOpenKey","HKCU\Software\Microsoft\Windows\CurrentVersion\ImmersiveShell","SUCCESS","Desired Access: Query Value"
"14:33:20.4259880","EXCEL.EXE","7364","RegQueryValue","HKCU\SOFTWARE\Microsoft\Windows\CurrentVersion\ImmersiveShell\TabletMode","SUCCESS","Type: REG_DWORD, Length: 4, Data: 0"
"14:33:20.4260082","EXCEL.EXE","7364","RegCloseKey","HKCU\SOFTWARE\Microsoft\Windows\CurrentVersion\ImmersiveShell","SUCCESS",""
"14:33:20.4260216","EXCEL.EXE","7364","RegQueryKey","HKCU","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"14:33:20.4260379","EXCEL.EXE","7364","RegOpenKey","HKCU\Software\Microsoft\Windows\DWM","SUCCESS","Desired Access: Query Value"
"14:33:20.4260555","EXCEL.EXE","7364","RegQueryValue","HKCU\SOFTWARE\Microsoft\Windows\DWM\ColorPrevalence","SUCCESS","Type: REG_DWORD, Length: 4, Data: 0"
"14:33:20.4260703","EXCEL.EXE","7364","RegCloseKey","HKCU\SOFTWARE\Microsoft\Windows\DWM","SUCCESS",""
"14:33:20.4260876","EXCEL.EXE","7364","RegCloseKey","HKCU","SUCCESS",""
"14:33:20.4332208","EXCEL.EXE","7364","RegQueryKey","HKCU\SOFTWARE\Microsoft\Office","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"14:33:20.4332473","EXCEL.EXE","7364","RegOpenKey","HKCU\Software\Microsoft\Office\16.0\Common\Toolbars\Excel","NAME NOT FOUND","Desired Access: Read/Write"
"14:33:24.4591557","EXCEL.EXE","7364","RegQueryKey","HKCU\Software\Classes","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"14:33:24.4591705","EXCEL.EXE","7364","RegQueryKey","HKCU\Software\Classes","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"14:33:24.4591956","EXCEL.EXE","7364","RegOpenKey","HKCU\Software\Classes\CLSID\{00000323-0000-0000-C000-000000000046}","NAME NOT FOUND","Desired Access: Read"
"14:33:24.4592213","EXCEL.EXE","7364","RegOpenKey","HKLM\SOFTWARE\Microsoft\Office\ClickToRun\Registry\Machine\Software\Classes\CLSID\{00000323-0000-0000-C000-000000000046}","NAME NOT FOUND","Desired Access: Read"
"14:33:24.4592358","EXCEL.EXE","7364","RegOpenKey","HKCR\CLSID\{00000323-0000-0000-C000-000000000046}","NAME NOT FOUND","Desired Access: Read"
"14:33:24.4592566","EXCEL.EXE","7364","RegQueryKey","HKCU\Software\Classes","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"14:33:24.4592771","EXCEL.EXE","7364","RegOpenKey","HKCU\Software\Classes\WOW6432Node\CLSID\{00000323-0000-0000-C000-000000000046}","NAME NOT FOUND","Desired Access: Read"
"14:33:24.4592999","EXCEL.EXE","7364","RegOpenKey","HKLM\SOFTWARE\Microsoft\Office\ClickToRun\Registry\Machine\Software\Classes\WOW6432Node\CLSID\{00000323-0000-0000-C000-000000000046}","NAME NOT FOUND","Desired Access: Read"
"14:33:24.4593112","EXCEL.EXE","7364","RegOpenKey","HKCR\WOW6432Node\CLSID\{00000323-0000-0000-C000-000000000046}","NAME NOT FOUND","Desired Access: Read"
"14:33:24.4593520","EXCEL.EXE","7364","RegQueryKey","HKCU\Software\Classes","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"14:33:24.4594078","EXCEL.EXE","7364","RegQueryKey","HKCU\Software\Classes","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"14:33:24.4594302","EXCEL.EXE","7364","RegOpenKey","HKCU\Software\Classes\CLSID\{00000323-0000-0000-C000-000000000046}","NAME NOT FOUND","Desired Access: Read"
"14:33:24.4594531","EXCEL.EXE","7364","RegOpenKey","HKLM\SOFTWARE\Microsoft\Office\ClickToRun\Registry\Machine\Software\Classes\CLSID\{00000323-0000-0000-C000-000000000046}","NAME NOT FOUND","Desired Access: Read"
"14:33:24.4594669","EXCEL.EXE","7364","RegOpenKey","HKCR\CLSID\{00000323-0000-0000-C000-000000000046}","NAME NOT FOUND","Desired Access: Read"
"14:33:24.4594877","EXCEL.EXE","7364","RegQueryKey","HKCU\Software\Classes","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"14:33:24.4595060","EXCEL.EXE","7364","RegOpenKey","HKCU\Software\Classes\WOW6432Node\CLSID\{00000323-0000-0000-C000-000000000046}","NAME NOT FOUND","Desired Access: Read"
"14:33:24.4595277","EXCEL.EXE","7364","RegOpenKey","HKLM\SOFTWARE\Microsoft\Office\ClickToRun\Registry\Machine\Software\Classes\WOW6432Node\CLSID\{00000323-0000-0000-C000-000000000046}","NAME NOT FOUND","Desired Access: Read"
"14:33:24.4595390","EXCEL.EXE","7364","RegOpenKey","HKCR\WOW6432Node\CLSID\{00000323-0000-0000-C000-000000000046}","NAME NOT FOUND","Desired Access: Read"
"14:33:24.4595655","EXCEL.EXE","7364","RegQueryKey","HKCU\Software\Classes","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"14:33:24.4595738","EXCEL.EXE","7364","RegQueryKey","HKCU\Software\Classes","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"14:33:24.4595878","EXCEL.EXE","7364","RegOpenKey","HKCU\Software\Classes\CLSID\{00000323-0000-0000-C000-000000000046}","NAME NOT FOUND","Desired Access: Read"
"14:33:24.4596055","EXCEL.EXE","7364","RegOpenKey","HKLM\SOFTWARE\Microsoft\Office\ClickToRun\Registry\Machine\Software\Classes\CLSID\{00000323-0000-0000-C000-000000000046}","NAME NOT FOUND","Desired Access: Read"
"14:33:24.4596167","EXCEL.EXE","7364","RegOpenKey","HKCR\CLSID\{00000323-0000-0000-C000-000000000046}","NAME NOT FOUND","Desired Access: Read"
"14:33:24.4596766","EXCEL.EXE","7364","RegQueryKey","HKCU\Software\Classes","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"14:33:24.4597033","EXCEL.EXE","7364","RegOpenKey","HKCU\Software\Classes\WOW6432Node\CLSID\{00000323-0000-0000-C000-000000000046}","NAME NOT FOUND","Desired Access: Read"
"14:33:24.4597308","EXCEL.EXE","7364","RegOpenKey","HKLM\SOFTWARE\Microsoft\Office\ClickToRun\Registry\Machine\Software\Classes\WOW6432Node\CLSID\{00000323-0000-0000-C000-000000000046}","NAME NOT FOUND","Desired Access: Read"
"14:33:24.4597439","EXCEL.EXE","7364","RegOpenKey","HKCR\WOW6432Node\CLSID\{00000323-0000-0000-C000-000000000046}","NAME NOT FOUND","Desired Access: Read"
"14:33:24.4634675","EXCEL.EXE","7364","RegQueryKey","HKCU\Software\Classes","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"14:33:24.4634855","EXCEL.EXE","7364","RegQueryKey","HKCU\Software\Classes","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"14:33:24.4635090","EXCEL.EXE","7364","RegOpenKey","HKCU\Software\Classes\CLSID\{00000323-0000-0000-C000-000000000046}","NAME NOT FOUND","Desired Access: Read"
"14:33:24.4635328","EXCEL.EXE","7364","RegOpenKey","HKLM\SOFTWARE\Microsoft\Office\ClickToRun\Registry\Machine\Software\Classes\CLSID\{00000323-0000-0000-C000-000000000046}","NAME NOT FOUND","Desired Access: Read"
"14:33:24.4635467","EXCEL.EXE","7364","RegOpenKey","HKCR\CLSID\{00000323-0000-0000-C000-000000000046}","NAME NOT FOUND","Desired Access: Read"
"14:33:24.4635655","EXCEL.EXE","7364","RegQueryKey","HKCU\Software\Classes","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"14:33:24.4635847","EXCEL.EXE","7364","RegOpenKey","HKCU\Software\Classes\WOW6432Node\CLSID\{00000323-0000-0000-C000-000000000046}","NAME NOT FOUND","Desired Access: Read"
"14:33:24.4636079","EXCEL.EXE","7364","RegOpenKey","HKLM\SOFTWARE\Microsoft\Office\ClickToRun\Registry\Machine\Software\Classes\WOW6432Node\CLSID\{00000323-0000-0000-C000-000000000046}","NAME NOT FOUND","Desired Access: Read"
"14:33:24.4636198","EXCEL.EXE","7364","RegOpenKey","HKCR\WOW6432Node\CLSID\{00000323-0000-0000-C000-000000000046}","NAME NOT FOUND","Desired Access: Read"
"14:33:24.4636561","EXCEL.EXE","7364","RegQueryKey","HKCU\Software\Classes","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"14:33:24.4636648","EXCEL.EXE","7364","RegQueryKey","HKCU\Software\Classes","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"14:33:24.4636787","EXCEL.EXE","7364","RegOpenKey","HKCU\Software\Classes\CLSID\{00000323-0000-0000-C000-000000000046}","NAME NOT FOUND","Desired Access: Read"
"14:33:24.4636957","EXCEL.EXE","7364","RegOpenKey","HKLM\SOFTWARE\Microsoft\Office\ClickToRun\Registry\Machine\Software\Classes\CLSID\{00000323-0000-0000-C000-000000000046}","NAME NOT FOUND","Desired Access: Read"
"14:33:24.4637050","EXCEL.EXE","7364","RegOpenKey","HKCR\CLSID\{00000323-0000-0000-C000-000000000046}","NAME NOT FOUND","Desired Access: Read"
"14:33:24.4637205","EXCEL.EXE","7364","RegQueryKey","HKCU\Software\Classes","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"14:33:24.4637365","EXCEL.EXE","7364","RegOpenKey","HKCU\Software\Classes\WOW6432Node\CLSID\{00000323-0000-0000-C000-000000000046}","NAME NOT FOUND","Desired Access: Read"
"14:33:24.4637577","EXCEL.EXE","7364","RegOpenKey","HKLM\SOFTWARE\Microsoft\Office\ClickToRun\Registry\Machine\Software\Classes\WOW6432Node\CLSID\{00000323-0000-0000-C000-000000000046}","NAME NOT FOUND","Desired Access: Read"
"14:33:24.4637677","EXCEL.EXE","7364","RegOpenKey","HKCR\WOW6432Node\CLSID\{00000323-0000-0000-C000-000000000046}","NAME NOT FOUND","Desired Access: Read"
"14:33:24.4637897","EXCEL.EXE","7364","RegQueryKey","HKCU\Software\Classes","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"14:33:24.4637975","EXCEL.EXE","7364","RegQueryKey","HKCU\Software\Classes","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"14:33:24.4638114","EXCEL.EXE","7364","RegOpenKey","HKCU\Software\Classes\CLSID\{00000323-0000-0000-C000-000000000046}","NAME NOT FOUND","Desired Access: Read"
"14:33:24.4638289","EXCEL.EXE","7364","RegOpenKey","HKLM\SOFTWARE\Microsoft\Office\ClickToRun\Registry\Machine\Software\Classes\CLSID\{00000323-0000-0000-C000-000000000046}","NAME NOT FOUND","Desired Access: Read"
"14:33:24.4638387","EXCEL.EXE","7364","RegOpenKey","HKCR\CLSID\{00000323-0000-0000-C000-000000000046}","NAME NOT FOUND","Desired Access: Read"
"14:33:24.4638535","EXCEL.EXE","7364","RegQueryKey","HKCU\Software\Classes","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"14:33:24.4638694","EXCEL.EXE","7364","RegOpenKey","HKCU\Software\Classes\WOW6432Node\CLSID\{00000323-0000-0000-C000-000000000046}","NAME NOT FOUND","Desired Access: Read"
"14:33:24.4638906","EXCEL.EXE","7364","RegOpenKey","HKLM\SOFTWARE\Microsoft\Office\ClickToRun\Registry\Machine\Software\Classes\WOW6432Node\CLSID\{00000323-0000-0000-C000-000000000046}","NAME NOT FOUND","Desired Access: Read"
"14:33:24.4639002","EXCEL.EXE","7364","RegOpenKey","HKCR\WOW6432Node\CLSID\{00000323-0000-0000-C000-000000000046}","NAME NOT FOUND","Desired Access: Read"
"14:33:28.6788936","EXCEL.EXE","7364","RegQueryKey","HKCU\SOFTWARE\Policies","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"14:33:28.6789260","EXCEL.EXE","7364","RegOpenKey","HKCU\Software\Policies\Microsoft\Office\16.0\Common\Roaming","NAME NOT FOUND","Desired Access: Read/Write"
"14:33:28.6789566","EXCEL.EXE","7364","RegQueryValue","HKCU\SOFTWARE\Microsoft\Office\16.0\Common\Roaming\RoamingLastSyncTimeExcel","SUCCESS","Type: REG_BINARY, Length: 16, Data: E4 07 09 00 03 00 10 00 0D 00 1E 00 35 00 9F 01"
"14:33:28.6880735","EXCEL.EXE","7364","QueryNameInformationFile","C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE","SUCCESS","Name: \Program Files\Microsoft Office\root\Office16\EXCEL.EXE"
"14:33:28.6881027","EXCEL.EXE","7364","QueryNameInformationFile","C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE","SUCCESS","Name: \Program Files\Microsoft Office\root\Office16\EXCEL.EXE"
"14:33:43.6147825","EXCEL.EXE","7364","QueryNameInformationFile","C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE","SUCCESS","Name: \Program Files\Microsoft Office\root\Office16\EXCEL.EXE"
"14:33:43.6148122","EXCEL.EXE","7364","RegQueryKey","HKCU\SOFTWARE\Microsoft\Office","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"14:33:43.6148359","EXCEL.EXE","7364","RegOpenKey","HKCU\Software\Microsoft\Office\16.0\Common\ClientTelemetry\RulesMetadata\excel.exe","SUCCESS","Desired Access: Read/Write"
"14:33:43.6148666","EXCEL.EXE","7364","RegQueryKey","HKCU\SOFTWARE\Microsoft\Office\16.0\Common\ClientTelemetry\RulesMetadata\excel.exe","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"14:33:43.6148815","EXCEL.EXE","7364","RegOpenKey","HKCU\Software\Microsoft\Office\16.0\Common\ClientTelemetry\RulesMetadata\excel.exe","SUCCESS","Desired Access: Maximum Allowed, Granted Access: All Access"
"14:33:43.6148987","EXCEL.EXE","7364","RegEnumKey","HKCU\SOFTWARE\Microsoft\Office\16.0\Common\ClientTelemetry\RulesMetadata\excel.exe","BUFFER TOO SMALL","Index: 0, Length: 0"
"14:33:43.6149125","EXCEL.EXE","7364","RegEnumKey","HKCU\SOFTWARE\Microsoft\Office\16.0\Common\ClientTelemetry\RulesMetadata\excel.exe","SUCCESS","Index: 0, Name: ETWMonitor"
"14:33:43.6149211","EXCEL.EXE","7364","RegQueryKey","HKCU\SOFTWARE\Microsoft\Office\16.0\Common\ClientTelemetry\RulesMetadata\excel.exe","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"14:33:43.6149326","EXCEL.EXE","7364","RegOpenKey","HKCU\Software\Microsoft\Office\16.0\Common\ClientTelemetry\RulesMetadata\excel.exe\ETWMonitor","SUCCESS","Desired Access: Maximum Allowed, Granted Access: All Access"
"14:33:43.6149477","EXCEL.EXE","7364","RegEnumKey","HKCU\SOFTWARE\Microsoft\Office\16.0\Common\ClientTelemetry\RulesMetadata\excel.exe\ETWMonitor","BUFFER TOO SMALL","Index: 0, Length: 0"
"14:33:43.6149543","EXCEL.EXE","7364","RegEnumKey","HKCU\SOFTWARE\Microsoft\Office\16.0\Common\ClientTelemetry\RulesMetadata\excel.exe\ETWMonitor","SUCCESS","Index: 0, Name: {02FD33DF-F746-4A10-93A0-2BC6273BC8E4}"
"14:33:43.6149624","EXCEL.EXE","7364","RegQueryKey","HKCU\SOFTWARE\Microsoft\Office\16.0\Common\ClientTelemetry\RulesMetadata\excel.exe\ETWMonitor","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"14:33:43.6149741","EXCEL.EXE","7364","RegOpenKey","HKCU\Software\Microsoft\Office\16.0\Common\ClientTelemetry\RulesMetadata\excel.exe\ETWMonitor\{02FD33DF-F746-4A10-93A0-2BC6273BC8E4}","SUCCESS","Desired Access: Maximum Allowed, Granted Access: All Access"
"14:33:43.6149896","EXCEL.EXE","7364","RegEnumKey","HKCU\SOFTWARE\Microsoft\Office\16.0\Common\ClientTelemetry\RulesMetadata\excel.exe\ETWMonitor\{02FD33DF-F746-4A10-93A0-2BC6273BC8E4}","NO MORE ENTRIES","Index: 0, Length: 0"
"14:33:43.6149969","EXCEL.EXE","7364","RegQueryKey","HKCU\SOFTWARE\Microsoft\Office\16.0\Common\ClientTelemetry\RulesMetadata\excel.exe\ETWMonitor","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"14:33:43.6150074","EXCEL.EXE","7364","RegOpenKey","HKCU\Software\Microsoft\Office\16.0\Common\ClientTelemetry\RulesMetadata\excel.exe\ETWMonitor\{02FD33DF-F746-4A10-93A0-2BC6273BC8E4}","SUCCESS","Desired Access: Delete"
"14:33:43.6150238","EXCEL.EXE","7364","RegDeleteKey","HKCU\SOFTWARE\Microsoft\Office\16.0\Common\ClientTelemetry\RulesMetadata\excel.exe\ETWMonitor\{02FD33DF-F746-4A10-93A0-2BC6273BC8E4}","SUCCESS",""
"14:33:43.6151057","EXCEL.EXE","7364","RegCloseKey","HKCU\SOFTWARE\Microsoft\Office\16.0\Common\ClientTelemetry\RulesMetadata\excel.exe\ETWMonitor\{02FD33DF-F746-4A10-93A0-2BC6273BC8E4}","SUCCESS",""
"14:33:43.6151174","EXCEL.EXE","7364","RegCloseKey","HKCU\SOFTWARE\Microsoft\Office\16.0\Common\ClientTelemetry\RulesMetadata\excel.exe\ETWMonitor\{02FD33DF-F746-4A10-93A0-2BC6273BC8E4}","SUCCESS",""
"14:33:43.6151270","EXCEL.EXE","7364","RegCloseKey","HKCU\SOFTWARE\Microsoft\Office\16.0\Common\ClientTelemetry\RulesMetadata\excel.exe\ETWMonitor","SUCCESS",""
"14:33:43.6151347","EXCEL.EXE","7364","RegQueryKey","HKCU\SOFTWARE\Microsoft\Office\16.0\Common\ClientTelemetry\RulesMetadata\excel.exe","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"14:33:43.6151467","EXCEL.EXE","7364","RegOpenKey","HKCU\Software\Microsoft\Office\16.0\Common\ClientTelemetry\RulesMetadata\excel.exe\ETWMonitor","SUCCESS","Desired Access: Maximum Allowed, Granted Access: All Access"
"14:33:43.6151626","EXCEL.EXE","7364","RegEnumKey","HKCU\SOFTWARE\Microsoft\Office\16.0\Common\ClientTelemetry\RulesMetadata\excel.exe\ETWMonitor","BUFFER TOO SMALL","Index: 0, Length: 0"
"14:33:43.6151694","EXCEL.EXE","7364","RegEnumKey","HKCU\SOFTWARE\Microsoft\Office\16.0\Common\ClientTelemetry\RulesMetadata\excel.exe\ETWMonitor","SUCCESS","Index: 0, Name: {F562BB8E-422D-4B5C-B20E-90D710F7D11C}"
"14:33:43.6151770","EXCEL.EXE","7364","RegQueryKey","HKCU\SOFTWARE\Microsoft\Office\16.0\Common\ClientTelemetry\RulesMetadata\excel.exe\ETWMonitor","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"14:33:43.6151883","EXCEL.EXE","7364","RegOpenKey","HKCU\Software\Microsoft\Office\16.0\Common\ClientTelemetry\RulesMetadata\excel.exe\ETWMonitor\{F562BB8E-422D-4B5C-B20E-90D710F7D11C}","SUCCESS","Desired Access: Maximum Allowed, Granted Access: All Access"
"14:33:43.6152031","EXCEL.EXE","7364","RegEnumKey","HKCU\SOFTWARE\Microsoft\Office\16.0\Common\ClientTelemetry\RulesMetadata\excel.exe\ETWMonitor\{F562BB8E-422D-4B5C-B20E-90D710F7D11C}","NO MORE ENTRIES","Index: 0, Length: 0"
"14:33:43.6152107","EXCEL.EXE","7364","RegQueryKey","HKCU\SOFTWARE\Microsoft\Office\16.0\Common\ClientTelemetry\RulesMetadata\excel.exe\ETWMonitor","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"14:33:43.6152215","EXCEL.EXE","7364","RegOpenKey","HKCU\Software\Microsoft\Office\16.0\Common\ClientTelemetry\RulesMetadata\excel.exe\ETWMonitor\{F562BB8E-422D-4B5C-B20E-90D710F7D11C}","SUCCESS","Desired Access: Delete"
"14:33:43.6152364","EXCEL.EXE","7364","RegDeleteKey","HKCU\SOFTWARE\Microsoft\Office\16.0\Common\ClientTelemetry\RulesMetadata\excel.exe\ETWMonitor\{F562BB8E-422D-4B5C-B20E-90D710F7D11C}","SUCCESS",""
"14:33:43.6152844","EXCEL.EXE","7364","RegCloseKey","HKCU\SOFTWARE\Microsoft\Office\16.0\Common\ClientTelemetry\RulesMetadata\excel.exe\ETWMonitor\{F562BB8E-422D-4B5C-B20E-90D710F7D11C}","SUCCESS",""
"14:33:43.6152930","EXCEL.EXE","7364","RegCloseKey","HKCU\SOFTWARE\Microsoft\Office\16.0\Common\ClientTelemetry\RulesMetadata\excel.exe\ETWMonitor\{F562BB8E-422D-4B5C-B20E-90D710F7D11C}","SUCCESS",""
"14:33:43.6153017","EXCEL.EXE","7364","RegCloseKey","HKCU\SOFTWARE\Microsoft\Office\16.0\Common\ClientTelemetry\RulesMetadata\excel.exe\ETWMonitor","SUCCESS",""
"14:33:43.6153095","EXCEL.EXE","7364","RegQueryKey","HKCU\SOFTWARE\Microsoft\Office\16.0\Common\ClientTelemetry\RulesMetadata\excel.exe","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"14:33:43.6153211","EXCEL.EXE","7364","RegOpenKey","HKCU\Software\Microsoft\Office\16.0\Common\ClientTelemetry\RulesMetadata\excel.exe\ETWMonitor","SUCCESS","Desired Access: Maximum Allowed, Granted Access: All Access"
"14:33:43.6153356","EXCEL.EXE","7364","RegEnumKey","HKCU\SOFTWARE\Microsoft\Office\16.0\Common\ClientTelemetry\RulesMetadata\excel.exe\ETWMonitor","NO MORE ENTRIES","Index: 0, Length: 0"
"14:33:43.6153429","EXCEL.EXE","7364","RegQueryKey","HKCU\SOFTWARE\Microsoft\Office\16.0\Common\ClientTelemetry\RulesMetadata\excel.exe","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"14:33:43.6153542","EXCEL.EXE","7364","RegOpenKey","HKCU\Software\Microsoft\Office\16.0\Common\ClientTelemetry\RulesMetadata\excel.exe\ETWMonitor","SUCCESS","Desired Access: Delete"
"14:33:43.6153680","EXCEL.EXE","7364","RegDeleteKey","HKCU\SOFTWARE\Microsoft\Office\16.0\Common\ClientTelemetry\RulesMetadata\excel.exe\ETWMonitor","SUCCESS",""
"14:33:43.6153932","EXCEL.EXE","7364","RegCloseKey","HKCU\SOFTWARE\Microsoft\Office\16.0\Common\ClientTelemetry\RulesMetadata\excel.exe\ETWMonitor","SUCCESS",""
"14:33:43.6154009","EXCEL.EXE","7364","RegCloseKey","HKCU\SOFTWARE\Microsoft\Office\16.0\Common\ClientTelemetry\RulesMetadata\excel.exe\ETWMonitor","SUCCESS",""
"14:33:43.6154095","EXCEL.EXE","7364","RegCloseKey","HKCU\SOFTWARE\Microsoft\Office\16.0\Common\ClientTelemetry\RulesMetadata\excel.exe","SUCCESS",""
"14:33:43.6154167","EXCEL.EXE","7364","RegQueryKey","HKCU\SOFTWARE\Microsoft\Office\16.0\Common\ClientTelemetry\RulesMetadata\excel.exe","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"14:33:43.6154281","EXCEL.EXE","7364","RegOpenKey","HKCU\Software\Microsoft\Office\16.0\Common\ClientTelemetry\RulesMetadata\excel.exe","SUCCESS","Desired Access: Maximum Allowed, Granted Access: All Access"
"14:33:43.6154422","EXCEL.EXE","7364","RegEnumKey","HKCU\SOFTWARE\Microsoft\Office\16.0\Common\ClientTelemetry\RulesMetadata\excel.exe","BUFFER TOO SMALL","Index: 0, Length: 0"
"14:33:43.6154482","EXCEL.EXE","7364","RegEnumKey","HKCU\SOFTWARE\Microsoft\Office\16.0\Common\ClientTelemetry\RulesMetadata\excel.exe","SUCCESS","Index: 0, Name: ULSMonitor"
"14:33:43.6154566","EXCEL.EXE","7364","RegQueryKey","HKCU\SOFTWARE\Microsoft\Office\16.0\Common\ClientTelemetry\RulesMetadata\excel.exe","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"14:33:43.6154677","EXCEL.EXE","7364","RegOpenKey","HKCU\Software\Microsoft\Office\16.0\Common\ClientTelemetry\RulesMetadata\excel.exe\ULSMonitor","SUCCESS","Desired Access: Maximum Allowed, Granted Access: All Access"
"14:33:43.6154808","EXCEL.EXE","7364","RegEnumKey","HKCU\SOFTWARE\Microsoft\Office\16.0\Common\ClientTelemetry\RulesMetadata\excel.exe\ULSMonitor","NO MORE ENTRIES","Index: 0, Length: 0"
"14:33:43.6154874","EXCEL.EXE","7364","RegQueryKey","HKCU\SOFTWARE\Microsoft\Office\16.0\Common\ClientTelemetry\RulesMetadata\excel.exe","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"14:33:43.6154970","EXCEL.EXE","7364","RegOpenKey","HKCU\Software\Microsoft\Office\16.0\Common\ClientTelemetry\RulesMetadata\excel.exe\ULSMonitor","SUCCESS","Desired Access: Delete"
"14:33:43.6155101","EXCEL.EXE","7364","RegDeleteKey","HKCU\SOFTWARE\Microsoft\Office\16.0\Common\ClientTelemetry\RulesMetadata\excel.exe\ULSMonitor","SUCCESS",""
"14:33:43.6155585","EXCEL.EXE","7364","RegCloseKey","HKCU\SOFTWARE\Microsoft\Office\16.0\Common\ClientTelemetry\RulesMetadata\excel.exe\ULSMonitor","SUCCESS",""
"14:33:43.6155676","EXCEL.EXE","7364","RegCloseKey","HKCU\SOFTWARE\Microsoft\Office\16.0\Common\ClientTelemetry\RulesMetadata\excel.exe\ULSMonitor","SUCCESS",""
"14:33:43.6155759","EXCEL.EXE","7364","RegCloseKey","HKCU\SOFTWARE\Microsoft\Office\16.0\Common\ClientTelemetry\RulesMetadata\excel.exe","SUCCESS",""
"14:33:43.6155831","EXCEL.EXE","7364","RegQueryKey","HKCU\SOFTWARE\Microsoft\Office\16.0\Common\ClientTelemetry\RulesMetadata\excel.exe","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"14:33:43.6155944","EXCEL.EXE","7364","RegOpenKey","HKCU\Software\Microsoft\Office\16.0\Common\ClientTelemetry\RulesMetadata\excel.exe","SUCCESS","Desired Access: Maximum Allowed, Granted Access: All Access"
"14:33:43.6156082","EXCEL.EXE","7364","RegEnumKey","HKCU\SOFTWARE\Microsoft\Office\16.0\Common\ClientTelemetry\RulesMetadata\excel.exe","NO MORE ENTRIES","Index: 0, Length: 0"
"14:33:43.6156174","EXCEL.EXE","7364","RegEnumValue","HKCU\SOFTWARE\Microsoft\Office\16.0\Common\ClientTelemetry\RulesMetadata\excel.exe","NO MORE ENTRIES","Index: 0, Length: 520"
"14:33:43.6156258","EXCEL.EXE","7364","RegCloseKey","HKCU\SOFTWARE\Microsoft\Office\16.0\Common\ClientTelemetry\RulesMetadata\excel.exe","SUCCESS",""
"14:33:43.6156351","EXCEL.EXE","7364","RegCloseKey","HKCU\SOFTWARE\Microsoft\Office\16.0\Common\ClientTelemetry\RulesMetadata\excel.exe","SUCCESS",""
"14:33:43.6156455","EXCEL.EXE","7364","RegQueryKey","HKCU\SOFTWARE\Microsoft\Office\16.0\Common\ClientTelemetry\RulesMetadata","SUCCESS","Query: HandleTags, HandleTags: 0x0"
